Event,Site_ID,Species,ShortName,Kingdom,DivisionPhylum,Count,Cell_biovol_u3,Cells_cm2,Biovolume_u3_cm2,Biovolume_mm3_m2
8,LEE1,Cosmarium cf. botrytis,COSMbotr,Plantae,Charophyta,4,3272,96.76147211,316603.5368,3.166035368
8,COVE1,Cosmarium cf. botrytis,COSMbotr,Plantae,Charophyta,4,3272,1293.926342,4233726.99,42.3372699
8,BARR3,Cosmarium cf. botrytis,COSMbotr,Plantae,Charophyta,2,3272,19.08200197,62436.31044,0.624363104
1,LSAL1,Cosmarium cf. botrytis,COSMbotr,Plantae,Charophyta,4,3272,68.10705189,222846.2738,2.228462738
8,MTFK1,Cosmarium cf. botrytis,COSMbotr,Plantae,Charophyta,6,3272,80.03434261,261872.369,2.61872369
12,SPRG3,Cosmarium sp.,COSMARIU,Plantae,Charophyta,14,3280,81.87538537,268551.264,2.68551264
12,SALI1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,6,3280,13.34142961,43759.88913,0.437598891
12,SPAR1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3280,65.96955265,216380.1327,2.163801327
12,SPAV1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,24,3280,1312.520114,4305065.973,43.05065973
12,SPAV2,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,20.44174292,67048.91676,0.670489168
5,BARR2,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3000,30.14870395,90446.11184,0.904461118
12,SPRG2,Cosmarium sp.,COSMARIU,Plantae,Charophyta,10,3280,238.3107547,781659.2756,7.816592756
5,ILLI1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,22,3000,229.1454174,687436.2523,6.874362523
9,LEE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3280,132.8084338,435611.6628,4.356116628
5,LLEE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,26,3000,172.6439101,517931.7302,5.179317302
12,SPRG1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3280,109.9861609,360754.6077,3.607546077
12,EVAN1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,28,3280,696.5615413,2284721.856,22.84721856
4,LLEE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,24,3280,292.7397145,960186.2634,9.601862634
12,BALL1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3280,118.3382094,388149.3268,3.881493268
12,BARR1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3280,147.6719436,484363.975,4.84363975
12,BARR2,Cosmarium sp.,COSMARIU,Plantae,Charophyta,62,3280,681.9961733,2236947.448,22.36947448
12,BARR4,Cosmarium sp.,COSMARIU,Plantae,Charophyta,8,3280,119.3727738,391542.6981,3.915426981
12,BEAT1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,26,3280,1004.325328,3294187.076,32.94187076
12,MTFK1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,20,3280,81.63323196,267757.0008,2.677570008
12,COVE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,48,3280,1181.413204,3875035.309,38.75035309
12,OSAG2,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,46.14833072,151366.5247,1.513665247
12,FLIN1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,88,3280,2736.248706,8974895.755,89.74895755
12,GOOS1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3280,87.40321732,286682.5528,2.866825528
12,ILLI1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,6,3280,124.0507023,406886.3037,4.068863037
12,ILLI2,Cosmarium sp.,COSMARIU,Plantae,Charophyta,66,3280,1033.925371,3391275.218,33.91275218
12,LEE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,184,3280,1728.247898,5668653.106,56.68653106
12,LLEE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,58,3280,555.9555839,1823534.315,18.23534315
12,OSAG1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,51.30429429,168278.0853,1.682780853
12,CANE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,6,3280,200.2372144,656778.0632,6.567780632
4,BARR1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,29.3595098,96299.19215,0.962991922
9,ILLI4,Cosmarium sp.,COSMARIU,Plantae,Charophyta,6,3280,79.97958372,262333.0346,2.623330346
2,SALI1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3280,1122.603799,3682140.46,36.8214046
4,LEE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,6,3280,105.9862455,347634.8852,3.476348852
9,EVAN1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3280,47.42444471,155552.1786,1.555521786
2,SPAR1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,2916.503472,9566131.388,95.66131388
9,MTFK1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,6,3280,244.646976,802442.0812,8.024420812
9,ILLI5,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,21.44939514,70354.01605,0.70354016
5,BARR4,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3000,13.40336293,40210.08878,0.402100888
4,COVE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,9.165442297,30062.65073,0.300626507
9,SALI1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,6,3280,3500.759519,11482491.22,114.8249122
9,ILLI1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,17.57861784,57657.86653,0.576578665
5,EVAN1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3000,67.72666688,203180.0006,2.031800006
9,SPAR1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3280,2697.48746,8847758.87,88.4775887
5,COVE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,8,3000,196.8646811,590594.0433,5.905940433
2,BARR4,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,24.67761264,80942.56946,0.809425695
2,ILLI7,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3280,52.69754493,172847.9474,1.728479474
9,COVE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,10,3280,106.505729,349338.7911,3.493387911
9,BARR3,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3280,36.01312357,118123.0453,1.181230453
2,OSAG2,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,3703.093192,12146145.67,121.4614567
9,ILLI3,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,19.28385808,63251.05451,0.632510545
11,SALI1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,7.749200834,25417.37874,0.254173787
8,BALL1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,2769.871946,9085179.983,90.85179983
1,LLEE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3000,67.02987282,201089.6185,2.010896185
8,ILLI2,Cosmarium sp.,COSMARIU,Plantae,Charophyta,12,3000,81.40772031,244223.1609,2.442231609
8,SPAR1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3000,29.42077025,88262.31076,0.882623108
11,LLEE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,6.705050881,21992.56689,0.219925669
11,COVE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,8.559418316,28074.89208,0.280748921
8,MTFK1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,6,3000,80.03434261,240103.0278,2.401030278
8,ILLI4,Cosmarium sp.,COSMARIU,Plantae,Charophyta,8,3000,110.8966664,332689.9992,3.326899992
8,BARR4,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,67.19967017,220414.9182,2.204149182
8,ILLI7,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3000,27.58472271,82754.16813,0.827541681
8,OSAG1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3000,16.52422204,49572.66612,0.495726661
8,LEE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,5,3000,630.1692512,1890507.753,18.90507753
8,ILLI3,Cosmarium sp.,COSMARIU,Plantae,Charophyta,8,3000,45.74822217,137244.6665,1.372446665
8,LSAL1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3000,23.8176463,71452.93889,0.714529389
1,BARR1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3000,9562.556231,28687668.69,286.8766869
8,ILLI1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,4,3000,50.75916802,152277.5041,1.522775041
8,ILLI5,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3000,61.20018456,183600.5537,1.836005537
11,LEE1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,4.233793665,13886.84322,0.13886843200000001
11,EVAN1,Cosmarium sp.,COSMARIU,Plantae,Charophyta,2,3280,6.103308435,20018.85167,0.200188517
3,ILLI6,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,5224.200819,17135378.69,171.3537869
6,EVAN1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,22,3280,658.2974352,2159215.588,21.59215588
6,BALL1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,6,3280,162.0821201,531629.3539,5.316293539
6,ILLI2,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,76.87624801,252154.0935,2.521540935
7,SPRG3,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,20.10747095,65952.50471,0.659525047
7,MTFK1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,14,3280,282.9396121,928041.9277,9.280419277
7,EVAN1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,4,3280,96.23609363,315654.3871,3.156543871
7,LLEE1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,6,3280,63.96401622,209801.9732,2.098019732
3,SAGE1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,1515.242151,4969994.255,49.69994255
7,ILLI8,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,31.85695701,104490.819,1.04490819
7,ILLI1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,27.9959894,91826.84522,0.918268452
7,SPAR1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,76.57595453,251169.1309,2.511691309
6,FLIN1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,68.79800903,225657.4696,2.256574696
3,LLEE1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,4,3280,64.06991268,210149.3136,2.101493136
6,LLEE1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,12,3280,113.6457214,372757.9662,3.727579662
7,LEE1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,6,3280,46.31543533,151914.6279,1.519146279
9,ILLI2,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,2056.60199,6745654.528,67.45654528
1,ILLI6,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,10352.98081,33957777.04,339.5777704
1,GOOS1,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,7834.468409,25697056.38,256.9705638
1,ILLI2,Cosmarium sp. 1,COSMARI1,Plantae,Charophyta,2,3280,2890.142624,9479667.805,94.79667805
3,ILLI8,Desmodesmus abundans,DESMabun,Plantae,Chlorophyta,4,67,3168.346915,212279.2433,2.122792433
4,FLIN1,Desmodesmus abundans,DESMabun,Plantae,Chlorophyta,4,67,11698.21374,783780.3203,7.837803203
5,BARR3,Desmodesmus abundans,DESMabun,Plantae,Chlorophyta,4,67,15006.2577,1005419.266,10.05419266
6,SPAR1,Desmodesmus abundans,DESMabun,Plantae,Chlorophyta,4,67,7768.59433,520495.8201,5.204958201
6,ILLI6,Desmodesmus abundans,DESMabun,Plantae,Chlorophyta,4,67,8724.111,584515.437,5.84515437
4,SAGE1,Desmodesmus abundans,DESMabun,Plantae,Chlorophyta,4,67,15876.24391,1063708.342,10.63708342
8,BARR3,Desmodesmus abundans,DESMabun,Plantae,Chlorophyta,8,67,5844.764331,391599.2102,3.915992102
8,BARR2,Desmodesmus abundans,DESMabun,Plantae,Chlorophyta,8,67,4223.566599,282978.9621,2.829789621
1,SPAR1,Desmodesmus abundans,DESMabun,Plantae,Chlorophyta,12,67,28236.58106,1891850.931,18.91850931
1,BARR4,Desmodesmus abundans,DESMabun,Plantae,Chlorophyta,12,67,89571.42544,6001285.504,60.01285504
6,ILLI5,Desmodesmus armatus,DESMarma,Plantae,Chlorophyta,8,67,3810.886621,255329.4036,2.553294036
9,OSAG2,Desmodesmus armatus,DESMarma,Plantae,Chlorophyta,4,67,4128.318145,276597.3157,2.765973157
9,GOOS1,Desmodesmus armatus,DESMarma,Plantae,Chlorophyta,8,67,10855.20333,727298.6232,7.272986232
9,LLEE1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,3700.163051,247910.9244,2.479109244
2,LEE1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,16,67,3844.708145,257595.4457,2.575954457
2,SAGE1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,1177.52014,78893.84935,0.788938494
2,SALI1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,1122.603799,75214.45452,0.752144545
7,ILLI1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,8,67,111.9839576,7502.925159,0.075029252
7,SAGE1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,24,67,128453.8412,8606407.36,86.0640736
7,BALL1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,15844.5792,1061586.806,10.61586806
7,OSAG2,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,8,67,76.42314236,5120.350538,0.051203505
2,SPAR1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,5833.006944,390811.4652,3.908114652
3,FLIN2,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,6172.56802,413562.0573,4.135620573
6,SAGE1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,10814.43056,724566.8476,7.245668476
3,SAGE1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,200.3486844,13423.36186,0.134233619
2,OSAG2,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,8,67,14812.37277,992428.9755,9.924289755
4,SAGE1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,12,67,64752.05218,4338387.496,43.38387496
12,SPAR1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,11332.80476,759297.9191,7.592979191
2,BARR1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,57.96685086,3883.779007,0.03883779
2,BARR4,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,49.35522528,3306.800094,0.033068001
8,SPRG2,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,932.0374466,62446.50892,0.624465089
8,OSAG1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,7398.407985,495693.335,4.95693335
8,ILLI1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,28,67,10987.86696,736187.0863,7.361870863
8,ILLI3,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,4177.2621,279876.5607,2.798765607
8,SALI1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,12,67,2115.771593,141756.6967,1.417566967
8,CANE1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,1299.678038,87078.42857,0.870784286
8,LLEE1,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,4,67,523.7035219,35088.13597,0.35088136
1,ILLI8,Desmodesmus quadricauda,DESMquad,Plantae,Chlorophyta,2,67,14838.40764,994173.3118,9.941733118
2,LLEE1,Euastrum sp.,EUASTRUM,Plantae,Charophyta,4,3870,85.58673557,331220.6667,3.312206667
9,ILLI1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,165,4169,1450.235972,6046033.768,60.46033768
7,SPAV1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,83,4169,1939.502947,8085787.787,80.85787787
7,SPAV2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,276,4169,2166.918443,9033882.99,90.3388299
7,SPRG3,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,230,4169,4159.167653,17339569.95,173.3956995
7,LSAL1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,533,4169,6265.532264,26121004.01,261.2100401
7,SPRG2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,1237,4169,13055.20803,54427162.29,544.2716229
9,BARR1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,6,4169,80.9807619,337608.7964,3.376087964
5,SPAV1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,361,4169,5171.842389,21561410.92,215.6141092
9,SPRG3,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,327,4169,10963.67671,45707568.19,457.0756819
9,SPRG2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,424,4169,6555.323466,27329143.53,273.2914353
9,SPAV2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,85,4169,493.942954,2059248.175,20.59248175
7,FLIN1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,96,4169,1348.749179,5622935.327,56.22935327
7,BARR1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,22,4169,824.8635122,3438855.982,34.38855982
9,SPAV1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,142,4169,1602.673664,6681546.504,66.81546504
5,SALI1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,939,4169,52333.42221,218178037.2,2181.780372
9,SALI1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,536,4169,8743.352342,36451035.91,364.5103591
5,EVAN1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,25,4169,846.583336,3529405.928,35.29405928
9,LSAL1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,491,4169,24240.88229,101060238.3,1010.602383
9,OSAG1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,18,4169,180.5336027,752644.5897,7.526445897
5,COVE1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,2,4169,49.21617028,205182.2139,2.051822139
9,BEAT1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,22,4169,142.1900935,592790.4999,5.927904999
2,BALL1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,16,4169,529.465786,2207342.862,22.07342862
9,SPRG1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,437,4169,7299.06623,30429807.11,304.2980711
7,ILLI8,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,7,4169,33.45315017,139466.1831,1.394661831
2,BEAT1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,406,4169,5887.733798,24545962.21,245.4596221
2,BARR4,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,81,4169,999.4433119,4166679.167,41.66679167
2,BARR3,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,26,4169,274.9531987,1146279.885,11.46279885
2,BARR2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,43,4169,1318.692133,5497627.503,54.97627503
2,BARR1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,126,4169,1825.955802,7612409.739,76.12409739
5,SPRG3,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,1727,4169,76039.26338,317007689,3170.07689
5,SPRG2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,7812,4169,245467.5661,1023354283,10233.54283
5,SPRG1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,1173,4169,40714.51228,169738801.7,1697.388017
5,SPAV2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,329,4169,2834.079975,11815279.42,118.1527942
7,SPAR1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,3,4169,57.4319659,239433.8658,2.394338658
7,FLIN2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,56,4169,1304.419118,5438123.304,54.38123304
7,FLIN3,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,10,4169,48.54120482,202368.2829,2.023682829
7,BEAT1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,38,4169,746.9587248,3114070.924,31.14070924
7,ILLI4,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,8,4169,215.5475915,898617.909,8.98617909
7,BALL1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,11,4169,411.5189319,1715622.427,17.15622427
7,EVAN1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,12,4169,288.7082809,1203624.823,12.03624823
7,OSAG2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,12,4169,458.5388541,1911648.483,19.11648483
7,SALI1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,50,4169,468.1190291,1951588.232,19.51588232
7,ILLI1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,37,4169,310.786561,1295669.173,12.95669173
7,ILLI5,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,21,4169,502.0937006,2093228.638,20.93228638
9,ILLI7,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,4,4169,36.89325928,153807.998,1.53807998
7,SPRG1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,45,4169,558.6388472,2328965.354,23.28965354
9,BARR2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,15,4169,147.673255,615649.8,6.156498
7,BARR4,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,5,4169,23.54093089,98142.14089,0.981421409
3,SALI1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,33,4169,31026.08669,129347755.4,1293.477554
5,CANE1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,27,4169,214.9077213,895950.2903,8.959502903
6,ILLI1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,4,4169,107.6257732,448691.8486,4.486918486
6,ILLI5,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,4,4169,1905.443311,7943793.162,79.43793162
6,ILLI7,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,2,4169,4474.484881,18654127.47,186.5412747
3,ILLI8,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,8,4169,6336.69383,26417676.58,264.1767658
6,ILLI8,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,5,4169,2642.274145,11015640.91,110.1564091
6,LEE1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,1,4169,1451.57621,6051621.218,60.51621218
6,LSAL1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,9,4169,23419.04841,97634012.81,976.3401281
3,LSAL1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,299,4169,8030.240125,33478071.08,334.7807108
3,MTFK1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,7,4169,231.8796652,966706.3243,9.667063243
6,FLIN2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,15,4169,199.5245365,831817.7929,8.318177929
6,OSAG2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,1,4169,3335.616421,13906184.86,139.0618486
6,FLIN1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,24,4169,825.5761083,3441826.796,34.41826796
6,SALI1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,34,4169,952.3016231,3970145.467,39.70145467
6,SPAR1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,1,4169,1942.148582,8096817.44,80.9681744
6,SPAV1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,11,4169,187.0433975,779783.9242,7.797839242
3,SPAV2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,168,4169,5589.711403,23303506.84,233.0350684
6,SPAV2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,12,4169,116.3298321,484979.07,4.8497907
3,SPRG1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,23,4169,21105.24102,87987749.82,879.8774982
6,SPRG1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,662,4169,339629.5226,1415915480,14159.1548
3,SPRG2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,124,4169,2948.23597,12291195.76,122.9119576
6,SPRG2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,909,4169,37726.56346,157282043.1,1572.820431
3,SPRG3,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,86,4169,1297.060361,5407444.645,54.07444645
6,SPRG3,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,1008,4169,15840.5827,66039389.26,660.3938926
6,OSAG1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,12,4169,25744.13249,107327288.3,1073.272883
2,SPRG3,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,358,4169,9562.517017,39866133.44,398.6613344
7,MTFK1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,4,4169,26.96927395,112434.9031,1.124349031
5,BEAT1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,31,4169,381.7711966,1591604.119,15.91604119
5,FLIN1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,42,4169,1174.242517,4895417.052,48.95417052
5,BARR4,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,74,4169,495.9244282,2067508.941,20.675089409999998
5,OSAG1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,6,4169,81.48404824,339706.9971,3.397069971
5,FLIN2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,20,4169,863.3557421,3599330.089,35.99330089
2,SPAV1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,286,4169,4092.252324,17060599.94,170.6059994
5,MTFK1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,5,4169,67.95084873,283287.0884,2.832870884
5,BARR3,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,71,4169,978.3014763,4078538.855,40.78538855
2,SPAV2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,52,4169,781.1147065,3256467.211,32.56467211
6,FLIN3,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,4,4169,35.10036938,146333.4399,1.463334399
2,SPRG2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,541,4169,16219.52683,67619207.34,676.1920734
9,FLIN1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,258,4169,2967.537024,12371661.85,123.7166185
5,LSAL1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,125,4169,4294.670842,17904482.74,179.0448274
5,LLEE1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,399,4169,2649.420005,11045432,110.45432
5,BARR2,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,329,4169,4959.461799,20675996.24,206.7599624
5,BALL1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,7,4169,269.9265774,1125323.901,11.25323901
5,LEE1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,27,4169,729.9835544,3043301.438,30.43301438
5,ILLI1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,18,4169,187.4826143,781615.0189,7.816150189
6,BALL1,Gongrosira debaryana,GONGdeba,Plantae,Chlorophyta,2,4169,3668.41325,15293614.84,152.9361484
